Uniprot_name,SA.KO3P1_S20_L007_R1_001.sam,SA.KO3P2_S13_L006_R1_001.sam,SA.KOSS1_S12_L006_R1_001.sam,SA.KOSS2_S23_L007_R1_001.sam,SA.WT3P1_S19_L007_R1_001.sam,SA.WT3P2_S22_L007_R1_001.sam,SA.WTSS1_S11_L006_R1_001.sam,SA.WTSS2_S21_L007_R1_001.sam
6772,415,385,123,350,5493,7994,140,195
6775,19,19,4,28,14,23,3,11
4430,435,274,177,469,250,371,149,301
64859,93,62,33,133,39,54,28,44
8436,0,0,1,0,0,4,0,1
100506977,0,0,0,0,0,0,0,0
23671,13,5,4,17,4,4,2,8
100506993,0,0,0,0,0,0,0,0
64002,0,0,0,0,0,0,0,0
57181,446,509,196,805,375,645,235,342
56171,7,13,5,14,0,5,5,2
9262,114,86,50,142,84,105,47,71
57520,73,43,23,77,37,40,26,30
100507039,0,0,0,0,0,0,0,0
284992,263,122,103,212,217,226,118,203
100130452,0,0,0,1,0,0,1,0
9330,824,484,317,805,510,635,333,535
401027,2,1,1,6,2,0,0,0
80055,327,433,142,615,125,254,91,106
91526,15,11,9,17,13,15,4,11
23451,3195,1735,1357,3026,2403,2949,1317,2278
80219,73,60,30,107,70,141,19,70
3329,4820,2936,1909,5259,3095,3556,1653,2796
3336,459,258,194,448,328,365,163,341
25843,236,228,95,370,247,389,121,185
130132,15,9,1,15,12,6,7,6
92935,311,126,100,232,192,206,131,198
66037,2,2,0,5,2,0,0,0
5334,51,23,19,44,24,34,20,28
23314,270,181,131,333,175,254,135,210
100288092,111,59,35,90,49,92,40,61
150538,2,4,3,2,4,5,5,5
348751,1,1,2,1,3,2,1,2
205327,111,117,56,161,83,140,32,80
129450,117,78,44,166,102,140,57,85
79568,174,90,63,154,195,217,91,152
26010,177,125,83,206,364,448,104,266
130535,123,78,44,142,104,119,76,108
151246,264,211,74,361,152,199,68,100
316,0,1,0,0,1,0,1,0
344454,0,0,0,0,0,0,0,0
100507140,0,1,0,0,0,0,0,0
9689,668,431,263,692,573,674,324,510
100507159,0,0,0,0,0,0,0,0
1195,530,332,212,546,730,1085,387,742
53938,191,86,61,165,161,165,67,133
60491,431,191,184,380,409,443,214,419
4999,332,230,142,395,307,456,175,335
285172,139,138,62,177,81,123,60,74
4709,393,178,154,293,274,271,138,308
8837,92,48,30,64,121,108,59,87
843,57,24,22,44,49,46,20,31
841,89,49,36,62,165,197,70,120
130540,2,0,2,2,2,5,2,0
66008,371,195,158,344,262,289,151,257
55437,255,167,96,298,246,313,155,262
151254,2,1,0,1,0,0,0,0
65062,608,342,268,594,474,533,296,499
58538,1,1,3,2,2,1,0,1
57679,368,202,152,349,280,318,154,271
65061,2,1,1,2,5,1,3,0
8324,213,130,86,258,80,133,54,151
100505748,0,0,0,0,1,1,0,0
165057,77,41,30,51,53,54,12,44
100288301,0,0,0,0,1,1,0,0
7341,649,481,258,843,750,967,346,684
51602,1441,714,541,1332,1690,1788,816,1501
692110,0,0,0,0,1,0,0,0
100113392,0,0,0,1,0,0,0,0
692058,0,0,0,1,0,0,0,0
659,331,335,174,487,221,392,132,269
100507247,0,1,0,0,0,0,0,0
150864,221,140,77,259,75,128,41,79
130026,127,76,49,122,124,142,65,122
55759,466,253,162,418,351,403,174,376
79800,83,71,49,110,49,75,38,59
65065,65,74,21,98,24,48,31,30
100507265,2,1,1,3,2,5,1,6
57404,248,134,91,226,178,198,95,163
10152,732,574,271,979,471,990,315,650
65059,249,232,100,394,168,391,112,259
940,0,0,0,0,0,0,0,0
1493,0,0,0,0,0,0,0,0
29851,0,0,0,0,0,0,0,0
117583,34,21,14,30,21,47,26,38
100507313,29,30,14,30,55,71,27,64
8828,155,100,55,180,131,207,76,202
54891,210,171,91,219,115,179,72,88
729570,30,10,16,27,28,40,10,23
100329109,52,31,15,60,32,49,17,37
100507380,20,17,9,29,13,9,7,6
4719,639,338,274,591,770,864,423,773
1933,2416,1109,907,2126,2112,2280,1149,2464
26798,0,1,1,2,1,1,1,2
619569,3,2,1,3,4,1,2,2
2825,4,3,0,10,4,6,7,3
57683,639,553,293,932,312,640,291,279
8745,113,58,49,109,55,113,38,80
200726,0,0,0,0,0,0,0,0
391475,0,0,0,0,0,0,0,0
130752,13,8,6,19,25,27,11,22
22868,358,182,135,390,282,348,144,213
100423002,0,0,0,0,0,0,0,0
100422993,0,0,0,0,0,0,0,0
130749,0,0,1,1,3,2,0,1
8609,21,20,8,20,22,36,24,35
100423036,0,0,0,0,0,0,0,0
100302130,0,0,0,0,0,0,0,0
1385,285,271,127,400,212,391,134,219
151194,93,63,42,98,97,142,53,93
151195,102,60,32,120,89,107,36,62
7855,202,130,76,242,110,161,65,128
389072,266,169,121,311,123,227,105,165
100507443,0,0,0,0,0,0,0,0
1421,36,29,15,44,36,33,15,45
1420,0,0,0,0,0,0,0,0
1419,0,0,0,0,0,1,0,0
1418,0,0,0,0,0,0,0,0
389073,0,0,0,1,0,0,0,0
3417,435,245,182,389,271,274,155,216
100507475,5,2,2,5,13,16,8,19
200576,451,343,203,560,212,350,163,181
5746,0,0,0,3,0,1,0,0
4133,26,18,6,28,40,80,19,35
285175,37,44,18,48,16,29,10,17
6120,244,218,94,336,253,399,139,242
151050,106,101,43,182,81,158,43,64
33,62,41,21,74,49,63,30,61
4632,1,0,0,0,1,0,3,0
10314,709,689,241,1013,595,876,337,503
1373,628,402,258,718,330,441,192,364
29034,0,0,0,0,0,0,0,0
2066,19,27,10,53,7,27,13,15
100313771,0,0,0,0,0,0,0,0
22807,34,65,20,71,29,64,18,15
79582,124,143,58,197,104,196,70,122
402117,0,0,0,0,0,0,0,0
580,182,103,78,167,140,145,76,114
26154,0,2,2,3,4,2,0,2
471,1758,855,655,1578,1448,1522,675,1460
100507488,5,7,2,5,5,3,2,3
2335,800,641,362,1107,818,1375,372,807
646324,0,0,0,0,0,0,0,0
100505800,0,0,0,0,0,0,0,0
55686,101,58,36,112,68,82,36,75
55825,101,59,32,100,57,80,38,92
92691,11,3,4,19,4,9,5,11
7520,2536,1237,943,2243,2503,2482,1310,2260
150967,17,9,9,16,8,7,8,3
57574,1,0,0,0,0,1,0,1
50485,358,186,155,332,312,337,155,293
100507554,9,2,8,4,9,11,8,11
6168,6585,3432,2704,6707,5883,7786,3062,7803
3485,335,181,122,313,418,471,182,465
3488,487,359,255,640,183,308,98,289
7141,0,0,0,0,0,0,0,0
100507572,0,0,0,0,0,0,0,0
100507592,0,0,0,0,0,0,0,0
729582,8,6,2,10,12,11,4,9
7145,47,21,7,43,23,18,9,22
285180,0,2,0,1,14,17,0,1
3580,0,0,0,0,1,0,0,0
3579,2,2,0,0,0,2,0,0
3577,0,0,0,0,0,0,0,0
10109,1148,621,447,1112,1310,1547,653,1302
151306,2,1,0,1,2,2,0,1
14,1522,698,544,1222,1386,1741,717,1819
25953,372,175,128,310,319,333,153,346
64114,65,40,15,79,67,105,36,95
375307,1,0,0,0,1,2,0,0
6556,8,5,3,9,4,6,0,3
58190,587,274,213,543,545,673,327,693
407017,0,0,0,1,0,0,0,0
7429,0,0,0,3,0,0,0,0
57695,353,276,124,409,301,474,203,239
9125,206,95,63,172,174,199,101,197
84812,103,51,42,103,45,74,32,70
7701,491,226,193,407,240,300,156,267
617,523,232,190,441,317,347,156,322
64320,215,90,71,161,236,217,106,217
27148,487,200,157,419,220,189,120,215
9654,718,357,283,702,428,526,216,523
1593,22,7,2,8,26,14,5,18
53632,0,0,0,0,0,0,0,0
7475,5,6,3,6,4,5,2,11
80326,1,1,0,2,2,0,1,0
8941,6,2,3,14,10,20,3,7
151300,0,0,0,0,0,0,0,0
54738,5,3,2,8,7,6,1,4
1412,4,4,3,2,5,3,4,5
494324,0,0,0,0,0,0,0,0
255101,5,3,0,8,2,6,4,12
3549,1,1,1,4,3,1,1,2
100422957,0,0,0,0,0,0,0,0
79840,226,107,86,198,163,145,82,138
151295,21,4,5,18,11,11,5,10
27013,251,121,82,209,262,330,155,324
79137,473,220,195,448,379,403,193,432
130617,152,53,48,125,119,154,72,137
10058,127,67,22,144,137,181,69,236
79065,828,355,312,732,479,656,248,636
55139,348,225,136,464,272,385,146,362
79411,57,41,20,77,41,70,30,63
8576,281,131,111,262,255,280,132,304
7277,24,7,8,24,22,29,13,44
80086,1,0,1,1,0,4,0,2
3300,300,151,89,281,259,405,142,414
5798,0,0,0,1,0,2,0,0
406944,0,0,0,0,0,0,0,0
389075,0,0,0,0,1,0,0,0
23549,257,149,91,244,366,450,106,289
1674,10,4,4,6,3,4,3,4
10290,224,125,90,245,143,267,92,249
100507611,0,0,0,0,0,1,0,1
29926,389,201,132,411,520,630,257,682
55515,3,3,1,3,7,7,2,4
79586,474,221,204,426,579,740,338,890
130612,126,77,50,122,174,162,79,187
100423039,0,0,1,0,0,0,0,0
23363,1172,675,470,1273,802,1058,421,1047
3623,13,11,2,7,14,9,7,14
114790,239,133,80,262,138,143,68,163
6508,90,51,21,116,56,91,41,73
100422959,0,0,0,0,0,0,0,0
2043,172,114,79,169,174,195,113,157
729770,7,4,3,5,3,3,2,7
646644,51,19,15,39,30,39,12,28
5077,105,67,47,129,154,239,82,152
151278,5,1,0,5,16,22,5,12
440934,17,16,5,14,15,26,7,16
130367,20,4,5,10,15,18,12,17
10056,737,402,250,648,906,997,457,871
116255,0,0,1,0,0,0,1,2
2181,476,422,217,636,455,670,255,470
23704,0,0,0,1,2,1,0,1
7857,1,0,1,0,5,0,0,2
130340,33,50,16,61,34,63,30,56
57590,562,453,220,738,433,651,216,319
65080,315,140,107,272,211,276,104,264
5270,202,121,75,209,152,221,95,230
79843,0,0,0,0,0,0,0,0
8452,568,370,222,664,349,541,216,462
55619,41,31,19,56,10,9,5,9
57624,0,0,0,0,0,0,0,0
3667,131,84,54,124,79,126,52,116
84236,272,180,85,282,254,402,150,261
1286,21,32,9,55,32,61,24,48
1285,6,5,1,6,12,27,6,22
654841,4,1,1,4,3,0,2,0
56947,417,284,177,484,413,435,192,427
79853,0,0,0,0,0,0,0,0
3267,477,361,170,600,375,581,211,414
56918,0,0,0,1,0,0,0,0
80704,20,15,8,21,11,18,9,11
6364,0,0,0,0,0,2,0,4
164781,0,1,0,0,1,0,0,0
80309,0,0,0,0,1,0,0,0
55022,6,4,2,0,0,1,0,2
92737,18,16,6,29,16,17,10,18
9320,1535,835,651,1480,1260,1632,676,982
130888,9,8,4,25,12,19,6,12
151473,85,66,22,118,68,105,41,75
3431,7,5,4,9,513,586,10,6
11262,1,3,1,6,6,7,3,2
93349,51,22,23,61,101,114,16,43
6672,44,32,24,53,301,374,15,32
51719,446,331,199,502,438,689,266,423
100505506,86,60,47,76,113,158,50,143
81618,1392,762,523,1445,1032,1292,542,1397
9290,0,0,0,0,0,0,0,0
348761,6,9,14,17,9,13,6,20
130560,0,0,0,0,0,0,0,0
257407,105,74,29,93,95,142,52,168
5707,1288,493,547,997,898,818,430,718
3357,6,2,3,3,2,2,1,2
80210,110,47,43,103,77,74,47,79
93010,3,1,0,6,0,2,0,1
729898,42,16,13,29,73,63,22,39
4691,10474,5462,4107,10380,8354,9819,4686,9230
654321,2,1,1,0,2,2,1,3
6082,1,2,1,1,1,2,0,0
25826,0,0,0,0,0,0,0,1
151477,9,4,1,10,11,20,6,17
10316,13,5,3,14,10,14,3,7
165100,0,1,0,0,0,0,0,0
5757,3770,2475,1472,4311,2162,3026,1159,2796
5147,153,84,61,161,178,211,88,200
64708,571,246,180,454,424,554,235,561
100302126,0,0,0,0,0,0,0,0
4880,5,7,7,9,2,3,1,14
129563,226,105,69,191,129,168,70,161
693147,0,0,0,1,0,0,0,0
250,0,0,0,2,0,1,0,2
347694,0,1,0,2,1,0,0,1
251,1,0,0,5,2,1,0,4
248,0,0,0,0,0,0,0,0
9427,51,47,30,93,51,87,26,107
100505597,2,1,0,0,1,4,0,2
1144,2,0,0,2,0,0,0,0
1146,9,4,4,12,2,2,1,3
200765,329,155,109,284,178,220,87,189
9470,242,122,99,242,233,272,127,297
80303,403,221,142,446,159,239,108,264
26058,883,467,343,862,687,907,388,791
3769,1,3,1,3,1,1,2,2
389084,4,0,0,4,4,5,0,1
25791,110,74,39,131,78,122,49,136
4759,0,0,0,0,0,0,0,0
3635,17,7,4,21,47,44,23,63
55054,335,138,134,284,252,279,157,239
677775,0,0,0,0,0,0,0,1
677772,1,0,0,0,0,2,0,0
6295,0,0,0,0,0,0,0,0
8527,572,330,221,621,358,723,230,688
55230,412,221,170,404,466,562,283,553
54576,0,0,0,0,0,0,0,0
54575,0,0,0,0,0,0,0,0
54600,0,0,0,0,0,0,0,0
54577,0,0,0,0,0,0,0,0
54578,0,0,0,0,0,0,0,0
54579,0,0,0,0,0,0,0,0
54657,0,0,0,0,0,0,0,0
54659,0,0,0,0,0,0,0,0
414061,0,0,0,0,0,0,0,0
54658,0,0,0,0,0,0,0,0
339766,1,0,0,1,2,0,0,2
55355,527,277,196,492,445,439,253,476
151507,71,41,35,59,65,61,38,64
79054,0,0,0,0,0,0,0,1
6694,0,0,0,0,0,0,0,0
10123,218,135,95,241,276,480,143,423
23677,252,151,101,273,196,298,104,302
116987,177,111,96,222,119,175,91,142
100506749,0,0,0,0,2,0,0,0
100506723,227,175,119,311,159,199,76,171
2637,19,13,7,20,20,39,12,31
401036,2,0,0,0,1,0,0,0
79781,6,0,1,3,4,6,0,4
57007,0,0,0,3,0,0,0,0
93463,1,0,1,0,0,0,0,0
10920,458,267,171,464,446,484,228,446
100506763,38,21,9,32,15,16,7,8
1293,50,27,12,48,109,125,37,65
79083,0,0,0,0,0,0,0,0
51052,0,0,0,0,0,0,0,0
64284,2,1,0,1,1,0,1,0
9208,522,324,215,575,332,684,262,581
375316,1,0,0,1,3,2,0,0
10267,98,51,41,101,125,113,54,123
140739,148,88,65,138,154,218,97,205
51540,260,144,115,257,237,296,128,292
339768,159,69,56,107,80,69,46,63
377007,3,1,1,4,3,5,4,4
151176,288,99,89,254,218,314,92,388
80895,263,148,95,243,249,313,140,291
151174,0,0,0,1,0,1,0,0
643387,139,82,57,125,150,173,62,148
55502,187,74,67,177,150,182,74,225
8864,101,45,31,86,63,101,31,73
26146,177,128,74,202,128,189,89,134
51665,348,191,128,383,217,363,127,340
151171,1,0,0,2,1,0,3,0
100287387,4,0,0,1,0,2,4,0
117581,10,4,3,3,9,5,1,9
401039,0,0,0,0,0,0,0,0
9759,111,75,51,117,81,109,48,99
85009,0,1,0,0,1,0,0,0
100423043,0,0,0,0,0,0,0,0
100128563,0,0,0,0,1,1,0,1
401040,0,0,0,0,0,0,0,0
4705,890,431,377,808,724,752,367,780
389090,1,0,2,0,0,0,1,0
643905,0,0,0,0,0,0,0,0
150681,0,0,0,1,0,0,0,0
150678,255,110,91,194,269,270,112,237
150677,0,0,0,0,0,0,0,0
2817,282,145,115,268,167,221,84,251
100505507,0,0,0,0,0,0,0,0
100130449,6,1,0,2,1,6,3,2
406941,0,0,0,0,0,0,0,0
51281,107,47,43,97,70,76,37,81
285193,34,14,11,18,31,33,18,27
57140,290,124,86,249,220,336,100,378
11132,252,101,81,184,139,213,109,216
2859,4,3,2,3,6,4,1,8
653437,3,0,0,0,1,0,0,2
375318,0,0,0,1,0,0,0,0
100505527,0,0,0,0,0,0,0,0
547,1261,626,469,1207,1300,1589,751,1627
189,0,0,0,0,0,0,0,0
79919,1,0,0,0,0,0,0,1
728763,0,0,0,0,0,0,0,0
200772,0,0,0,0,0,0,0,0
728208,0,0,1,0,0,0,0,0
25992,66,41,23,81,32,61,21,36
130916,424,177,163,334,237,275,157,291
23178,311,191,137,342,215,261,111,253
5510,558,248,215,504,525,599,303,624
50636,32,13,12,37,9,16,7,17
3069,5751,2967,2349,5467,4402,5968,2436,6056
4735,3265,2049,1373,3552,2530,2907,1346,2300
9855,166,83,66,160,48,72,50,96
100422942,0,0,0,0,0,0,0,0
10494,1456,794,568,1335,1108,1315,579,1432
100379249,0,0,0,0,0,0,0,0
666,8,5,3,15,25,36,10,38
51078,497,266,204,501,378,485,197,570
23192,604,307,212,551,435,587,236,656
1841,591,266,214,513,662,669,285,757
84289,464,217,191,408,261,329,180,365
728294,210,145,77,263,132,216,84,205
64090,2,1,2,2,7,5,2,2
100505565,2,3,1,2,7,6,1,5
129807,5,1,0,2,1,3,2,5
5133,2,0,0,1,3,1,3,1
285093,0,0,0,0,0,0,0,0
285095,0,0,0,0,0,0,0,0
285097,6,4,4,7,1,0,0,2
728323,20,3,2,8,8,5,4,12
245938,0,0,0,0,0,0,0,0
81623,0,0,1,0,0,0,1,0
140850,0,0,0,0,0,0,0,0
245939,0,0,0,0,0,0,0,0
140881,0,0,0,0,0,0,0,0
400830,0,0,0,0,0,0,0,0
140680,90,44,35,107,119,168,65,192
85364,460,241,155,427,440,599,256,545
100507459,16,14,6,15,29,38,13,17
6666,614,305,237,641,443,649,259,713
80023,394,161,133,275,546,748,250,812
57761,288,149,130,266,1139,1327,717,1776
10616,316,170,117,356,968,1284,185,457
128637,242,127,109,263,284,368,168,364
1457,622,403,264,670,616,811,393,732
6939,0,0,0,0,0,0,0,0
140809,360,170,133,327,303,374,139,396
85508,1,0,0,1,0,0,1,0
113278,0,0,0,0,1,0,0,0
83541,37,31,18,34,40,37,25,45
51378,0,0,0,0,0,0,0,0
343637,2,0,1,1,5,5,3,6
9491,738,352,291,648,648,829,362,817
55321,105,70,28,120,139,192,67,230
400831,2,1,1,1,0,0,0,0
642636,1,0,0,0,1,0,0,1
9751,59,28,29,47,81,88,32,85
27111,10,1,4,1,10,8,8,13
100507495,30,11,8,26,59,66,32,47
100288764,7,2,4,4,2,3,1,2
100507523,0,0,0,0,0,0,0,0
2280,730,406,282,675,986,1204,533,1047
55968,388,221,165,366,466,534,234,681
284759,0,0,0,0,0,0,0,0
128646,0,0,0,0,0,0,0,0
10326,12,6,6,10,7,14,6,13
55423,0,0,0,2,1,0,0,0
140885,109,70,58,139,119,156,62,171
5173,0,0,1,0,0,0,0,0
140901,346,191,138,296,361,599,230,603
388780,8,8,7,5,7,8,3,7
7053,0,1,0,0,2,0,0,1
343641,0,0,0,0,0,0,0,0
6628,2864,1186,1130,2156,3350,3384,1525,3856
100113378,2,0,0,0,2,4,0,2
79175,204,89,87,175,232,270,140,255
117532,4,3,1,5,1,3,1,2
10528,2516,1088,998,2064,2598,2534,1299,2733
100302138,0,0,0,0,0,1,1,2
692213,8,5,2,7,14,17,3,4
677831,5,2,4,4,4,2,4,4
692201,0,0,0,0,0,0,0,0
26793,6,2,0,2,3,2,2,1
26792,14,5,9,13,15,16,12,17
3420,806,292,307,582,764,695,359,752
57593,106,73,58,138,150,249,59,297
56265,0,1,0,3,0,0,0,0
128653,0,0,0,0,0,0,0,0
100288797,0,0,0,0,0,0,0,0
64773,620,308,261,630,693,827,373,873
64601,220,95,74,199,173,213,98,212
5786,516,288,228,519,512,687,265,644
2797,2,1,0,1,0,0,2,1
64949,435,239,174,405,577,671,330,801
5020,0,1,0,0,0,0,0,0
551,0,0,0,0,0,0,0,0
22888,47,25,17,37,65,91,25,75
60493,269,123,107,197,242,204,112,164
9762,194,108,68,210,287,424,147,502
65992,269,151,108,290,573,721,317,812
3704,220,81,97,161,278,298,167,292
83959,72,27,30,56,59,58,30,64
25943,129,64,52,130,139,189,84,163
8455,442,302,183,487,371,524,244,408
100507610,0,0,0,0,0,0,0,0
64096,0,0,0,0,0,0,0,0
80332,0,0,0,0,0,0,0,0
6614,0,0,0,0,0,2,0,0
116835,10,6,4,6,8,6,4,5
54976,512,234,162,392,391,409,212,526
25876,5,2,3,1,11,4,2,3
1059,514,207,172,446,685,687,313,722
994,500,245,202,460,420,456,221,556
55317,87,34,39,60,108,96,48,102
57506,1018,628,412,1062,756,1121,513,931
80025,158,97,55,172,190,298,114,230
406896,0,0,0,0,0,0,0,0
100302282,0,0,0,0,0,0,0,0
11237,29,26,18,41,35,75,28,72
54498,69,35,23,74,135,162,49,207
728228,0,0,0,1,0,0,0,0
146,0,0,0,0,2,0,0,0
5621,494,254,223,434,541,748,326,629
23627,0,0,0,0,0,0,0,0
149830,0,0,0,0,0,0,0,0
9770,44,34,17,55,54,86,25,92
9962,664,374,252,702,625,850,475,849
29058,495,337,159,506,797,939,369,713
5111,1189,669,474,1199,1932,2299,1019,1935
100302739,0,0,0,0,0,0,0,0
8760,282,159,121,276,328,478,167,387
128674,0,0,0,0,0,0,0,0
100507629,0,0,0,0,0,0,0,0
643406,0,2,0,1,0,0,0,0
149837,1,0,1,0,1,0,0,0
56261,160,98,52,165,163,264,130,216
149840,21,8,6,25,25,33,12,29
1114,54,26,13,28,31,34,12,23
391230,1,0,0,0,0,1,0,0
51605,187,99,78,161,244,228,123,178
84515,312,193,121,362,327,470,202,367
54675,141,88,50,176,240,344,142,201
164312,1,0,0,0,0,0,1,0
55612,26,19,11,33,43,36,31,48
650,65,38,19,65,5,10,7,9
54363,0,0,0,0,0,0,0,0
56255,128,112,66,161,179,214,108,162
23236,108,101,40,133,108,157,88,114
26767,0,0,0,0,0,0,0,0
5332,86,63,27,127,99,135,58,95
24141,3,2,0,7,5,0,0,4
57144,6,10,3,11,2,1,2,0
100131208,0,0,0,1,0,0,0,0
63926,76,48,40,69,69,74,43,58
6616,15,7,5,14,5,4,0,2
8195,262,151,93,303,442,537,189,414
128710,18,16,7,18,6,24,14,15
182,54,33,27,52,27,68,15,47
728450,0,0,0,0,0,0,0,0
22903,427,280,180,466,488,602,272,470
100505515,0,0,0,0,0,0,0,0
55304,2,0,0,0,0,0,0,0
140862,30,20,15,30,7,15,15,17
100505536,0,1,0,2,0,0,0,0
55617,63,29,24,71,76,69,25,71
51575,229,138,80,241,274,345,140,256
79133,93,37,32,87,115,146,52,112
80343,1,0,0,1,0,1,0,0
140733,4,1,2,2,4,4,3,9
23767,82,55,33,78,18,29,16,14
100505556,0,0,0,1,0,0,0,0
55614,112,72,56,125,109,160,70,124
100505579,0,0,0,1,0,1,0,1
6629,449,278,133,483,370,423,137,313
56914,0,0,0,0,0,0,0,0
5126,16,6,7,9,2,1,1,2
631,56,16,18,36,31,32,29,55
11034,544,353,195,588,550,644,283,434
6238,722,371,249,728,561,797,225,678
140836,0,0,0,0,0,0,0,1
27131,1659,1127,627,2061,995,1110,502,1086
692086,29,13,6,19,8,14,8,4
92667,1116,531,443,942,911,1025,480,838
58495,0,0,0,0,2,2,1,1
100303755,15,11,7,19,21,27,7,29
57325,206,91,83,169,181,169,98,174
7692,238,120,100,299,227,263,127,307
440757,0,0,0,0,0,0,0,0
55184,28,17,16,35,19,30,20,35
10621,174,110,79,159,167,183,81,155
100422875,0,0,0,0,0,0,1,0
10741,215,126,75,217,160,194,77,134
10483,748,394,326,671,900,928,476,907
388789,261,111,89,213,260,345,134,321
92675,502,268,213,468,541,626,260,659
29075,11,8,10,15,7,7,4,5
100270804,44,30,16,53,32,41,20,28
100128496,0,0,0,0,0,0,0,0
140856,0,0,0,0,0,0,0,0
57419,1,1,1,1,0,0,0,0
100130264,0,0,0,0,0,0,0,0
100287166,2,0,1,2,2,0,0,1
54453,38,27,18,45,36,57,18,42
51126,442,254,156,393,340,430,217,389
51340,405,224,161,393,273,298,165,229
26074,4,0,0,1,9,6,8,20
3642,27,24,10,43,52,95,25,101
100505632,6,5,4,9,10,12,3,13
57186,162,95,72,223,107,205,83,150
55857,146,100,76,183,161,166,86,165
22803,1124,633,503,1221,987,1090,525,901
644524,44,34,13,59,28,37,16,20
4821,93,34,26,73,37,69,20,54
5075,29,10,7,18,4,7,3,2
100505651,0,0,0,0,0,0,0,0
284788,0,0,0,0,0,0,0,0
140828,0,0,0,0,0,0,0,0
3170,3,2,2,3,0,1,0,2
6754,0,0,0,0,0,0,0,0
7056,9,5,3,5,8,11,4,11
22918,0,0,0,0,0,0,0,0
200261,0,0,0,0,0,0,0,0
100505664,0,0,0,0,0,0,0,0
29107,172,94,53,148,219,270,107,281
100505683,8,1,0,6,5,3,1,6
64412,282,135,108,272,236,305,163,244
63908,159,101,66,195,164,188,62,126
128817,0,0,0,0,0,0,0,0
140880,0,0,0,0,0,0,0,0
100289308,0,0,0,0,0,0,0,0
10047,0,0,0,0,0,0,0,0
164380,0,0,0,0,0,0,0,0
128821,0,0,0,0,0,0,0,0
128822,0,0,0,0,0,0,0,0
1471,533,221,203,473,734,791,363,835
1472,0,0,0,0,0,0,0,0
1469,0,0,0,0,0,0,0,1
1470,0,0,0,0,0,0,0,0
1473,0,0,0,0,0,0,0,0
92086,4,1,0,1,0,2,0,5
79953,33,18,14,31,1,7,1,4
8530,0,1,0,1,1,0,0,2
57136,675,332,279,667,558,563,292,614
84532,437,274,183,474,405,628,231,585
30813,0,0,0,0,0,0,0,0
284798,0,0,0,0,0,0,0,0
955,402,217,178,429,511,640,187,635
5834,554,226,212,447,559,566,228,593
26090,231,108,82,227,293,392,140,396
9837,491,332,223,516,452,585,229,457
22981,271,188,110,314,188,308,99,264
140838,169,139,64,250,108,205,70,138
100505726,0,0,0,0,0,0,1,0
26152,306,147,97,294,252,334,145,326
728882,0,1,1,2,0,2,2,6
100289375,0,2,0,0,1,0,1,0
100134868,23,25,13,22,14,26,7,11
284800,0,1,1,1,3,1,0,2
149934,3,0,1,3,1,2,1,0
724033,0,0,0,1,0,0,0,0
400841,10,7,4,6,5,7,0,7
284802,56,39,24,58,47,68,27,68
245929,0,0,0,0,0,0,0,0
245930,0,0,0,0,0,0,0,0
117285,0,0,0,0,0,0,0,0
245932,0,0,0,0,0,0,0,0
245934,0,0,0,0,0,0,0,0
245935,0,0,0,0,0,0,0,0
245936,0,0,0,0,0,0,0,0
245937,1,0,0,0,0,0,0,0
28954,0,0,0,0,0,0,0,1
140875,0,0,0,0,0,0,0,0
81502,1021,450,396,824,1108,1265,594,1372
100101490,174,93,79,203,172,231,92,176
3397,283,118,113,227,47,55,20,48
100422904,0,0,0,0,0,0,0,0
84701,0,0,0,0,0,0,0,0
598,283,149,129,248,254,334,147,324
22974,2674,1327,1043,2479,1415,1603,696,1630
85366,5,5,4,10,4,2,2,5
2307,0,1,0,1,0,0,0,0
83747,0,0,0,2,0,1,1,0
128853,26,18,9,20,33,42,9,40
164395,1,0,0,1,2,5,3,1
81572,387,183,177,385,393,411,177,422
343702,5,2,7,7,4,4,1,4
140706,13,8,6,15,8,18,6,17
3055,0,0,0,2,0,0,0,0
9777,1264,728,496,1306,723,1047,386,1045
128854,5,5,4,4,0,1,1,0
5326,951,451,396,843,514,744,315,691
23509,1606,738,586,1341,742,878,405,857
100302183,0,0,0,0,0,0,0,0
9371,547,272,233,528,213,314,140,221
100506402,0,0,0,0,0,0,0,0
171023,1701,938,708,1797,959,1319,530,1168
140688,175,139,88,257,79,163,46,139
100506597,9,7,5,15,3,6,1,6
284804,2,6,1,4,0,1,1,1
149950,0,0,0,0,0,0,0,0
284805,1,1,0,0,0,3,0,2
149951,293,128,107,218,252,317,125,286
1789,611,351,231,627,149,234,95,217
22919,2015,1133,796,2067,1223,1526,665,1224
388795,0,1,0,3,2,0,2,3
140732,0,0,0,0,0,0,0,0
80341,0,0,0,0,0,0,0,0
128859,0,0,0,0,0,0,0,0
359710,0,0,0,0,0,0,0,0
149954,0,0,0,0,0,0,0,0
140683,0,0,0,0,0,0,0,0
317716,0,0,0,0,0,0,0,0
128861,0,0,0,0,0,0,0,0
51297,0,0,0,0,0,0,0,0
92747,0,0,0,0,0,0,0,0
51654,530,272,241,475,304,323,164,331
6640,310,177,110,365,189,293,126,291
9139,331,167,120,408,161,314,115,257
63941,220,120,87,239,170,182,79,197
128864,3,1,0,0,3,3,0,2
170487,5,1,1,2,1,1,0,1
1869,963,515,378,1021,738,971,399,1014
11264,143,77,61,155,45,55,30,61
84905,75,30,20,62,13,26,13,41
